"question_id","participant_id","time","options_checked"
13,17,"48.455","{""luck                                              "",""day-dreaming                                      "",""good planning                                     ""}                                                                                                                                                                                                                                                                                                                                                    "
12,17,"68.606","{""gym buddy                                         "",""inability to focus                                "",""join sports societies                             "",""large gym                                         ""}                                                                                                                                                                                                                                                                                               "
9,17,"57.567","{""taking supplements                                "",""regular gym attendance                            "",""gym buddy                                         "",""evident results                                   ""}                                                                                                                                                                                                                                                                                               "
5,17,"35.246","{""low salary                                        "",""smoking                                           "",""gambling                                          "",""lack of self-esteem                               ""}                                                                                                                                                                                                                                                                                               "
4,17,"69.094","{""underaged drinking                                "",""alcoholism                                        "",""drinking parents                                  "",""low grades                                        ""}                                                                                                                                                                                                                                                                                               "
6,17,"52.32","{""smoking                                           "",""health issues                                     "",""gambling                                          "",""drinking parents                                  ""}                                                                                                                                                                                                                                                                                               "
3,17,"55.047","{""negative parenting                                "",""suicidal behaviour                                "",""lack of self-esteem                               "",""binge eating                                      ""}                                                                                                                                                                                                                                                                                               "
17,17,"52.829","{""pass exams                                        "",""independent work                                  "",""hard work                                         "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
8,17,"45.991","{""regular gym attendance                            "",""pool                                              "",""trainers                                          "",""available gym facilities                          ""}                                                                                                                                                                                                                                                                                               "
2,17,"58.191","{""emotional problems                                "",""obesity                                           "",""bullying                                          "",""health issues                                     ""}                                                                                                                                                                                                                                                                                               "
10,17,"46.335","{""gym buddy                                         "",""regular gym attendance                            "",""tired body                                        "",""join sports societies                             ""}                                                                                                                                                                                                                                                                                               "
7,17,"83.093","{""gym dislike                                       "",""popularity                                        "",""playing tennis                                    ""}                                                                                                                                                                                                                                                                                                                                                    "
15,17,"54.965","{""day-dreaming                                      "",""desire to study                                   "",""studying in the library                           "",""poor performance                                  ""}                                                                                                                                                                                                                                                                                               "
14,17,"66.757","{""pass exams                                        "",""studying in the library                           "",""day-dreaming                                      "",""regular gym attendance                            ""}                                                                                                                                                                                                                                                                                               "
9,18,"144.166","{""taking supplements                                "",""tired body                                        "",""evident results                                   "",""available gym facilities                          "",""join sports societies                             ""}                                                                                                                                                                                                                                          "
12,18,"142.622","{""gym buddy                                         "",""gym dislike                                       "",""inability to focus                                "",""large gym                                         "",""tired body                                        ""}                                                                                                                                                                                                                                          "
2,18,"194.094","{""emotional problems                                "",""obesity                                           "",""bullying                                          "",""health issues                                     ""}                                                                                                                                                                                                                                                                                               "
7,18,"158.502","{""gym dislike                                       "",""obesity                                           "",""popularity                                        "",""playing tennis                                    ""}                                                                                                                                                                                                                                                                                               "
11,18,"61.719","{""gym buddy                                         "",""tired body                                        "",""better social life                                "",""more friends                                      "",""social gym experience                             ""}                                                                                                                                                                                                                                          "
4,18,"90.086","{""lack of self-esteem                               "",""low salary                                        "",""alcoholism                                        "",""drinking parents                                  "",""low grades                                        ""}                                                                                                                                                                                                                                          "
3,18,"326.181","{""negative parenting                                "",""suicidal behaviour                                "",""lack of self-esteem                               ""}                                                                                                                                                                                                                                                                                                                                                    "
17,18,"122.822","{""pass exams                                        "",""independent work                                  "",""hard work                                         "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
10,18,"90.567","{""gym buddy                                         "",""regular gym attendance                            "",""tired body                                        "",""join sports societies                             "",""doing sports                                      ""}                                                                                                                                                                                                                                          "
13,18,"139.822","{""luck                                              "",""day-dreaming                                      "",""watching movies                                   "",""good planning                                     "",""studying in the library                           ""}                                                                                                                                                                                                                                          "
18,18,"126.303","{""pass exams                                        "",""missed deadlines                                  "",""low self-esteem                                   ""}                                                                                                                                                                                                                                                                                                                                                    "
8,18,"139.574","{""regular gym attendance                            "",""pool                                              "",""trainers                                          "",""available gym facilities                          "",""good equipment                                    ""}                                                                                                                                                                                                                                          "
15,18,"163.542","{""day-dreaming                                      "",""good social life                                  "",""desire to study                                   "",""wasting time                                      "",""poor performance                                  ""}                                                                                                                                                                                                                                          "
14,18,"212.973","{""pass exams                                        "",""good planning                                     "",""poor lectures attendance                          "",""day-dreaming                                      "",""regular gym attendance                            ""}                                                                                                                                                                                                                                          "
16,18,"109.158","{""confidence                                        "",""study groups                                      "",""poor lectures attendance                          "",""regular drinking                                  "",""many friends                                      ""}                                                                                                                                                                                                                                          "
1,18,"254.078","{""low grades                                        "",""depression                                        "",""low self-image                                    "",""bullying                                          "",""regular drinking                                  ""}                                                                                                                                                                                                                                          "
6,18,"154.612","{""health issues                                     "",""gambling                                          "",""drinking parents                                  "",""drinking friends                                  ""}                                                                                                                                                                                                                                                                                               "
5,18,"132.44","{""low salary                                        "",""smoking                                           "",""gambling                                          "",""lack of self-esteem                               ""}                                                                                                                                                                                                                                                                                               "
3,19,"76.95","{""negative parenting                                "",""suicidal behaviour                                "",""lack of self-esteem                               "",""binge eating                                      ""}                                                                                                                                                                                                                                                                                               "
6,19,"36.263","{""smoking                                           "",""health issues                                     "",""gambling                                          "",""drinking parents                                  ""}                                                                                                                                                                                                                                                                                               "
1,19,"126.566","{""low grades                                        "",""low self-image                                    "",""bullying                                          ""}                                                                                                                                                                                                                                                                                                                                                    "
5,19,"68.534","{""low salary                                        "",""smoking                                           "",""alcoholism                                        "",""gambling                                          "",""lack of self-esteem                               ""}                                                                                                                                                                                                                                          "
13,19,"70.254","{""day-dreaming                                      "",""happiness                                         "",""good planning                                     "",""studying in the library                           ""}                                                                                                                                                                                                                                                                                               "
11,19,"88.655","{""gym buddy                                         "",""tired body                                        "",""more friends                                      "",""gym mania                                         "",""social gym experience                             ""}                                                                                                                                                                                                                                          "
4,19,"67.096","{""underaged drinking                                "",""drinking parents                                  "",""low grades                                        ""}                                                                                                                                                                                                                                                                                                                                                    "
7,19,"71.037","{""playing tennis                                    ""}                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
12,19,"122.558","{""doing sports                                      "",""join sports societies                             "",""large gym                                         ""}                                                                                                                                                                                                                                                                                                                                                    "
2,19,"126.159","{""sedentary lifestyle                               "",""emotional problems                                "",""obesity                                           "",""smoking                                           "",""bullying                                          ""}                                                                                                                                                                                                                                          "
15,19,"88.663","{""relaxed self                                      "",""day-dreaming                                      "",""independent work                                  "",""desire to study                                   "",""poor performance                                  ""}                                                                                                                                                                                                                                          "
9,19,"113.031","{""taking supplements                                ""}                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
8,19,"91.382","{""pool                                              "",""trainers                                          "",""available gym facilities                          ""}                                                                                                                                                                                                                                                                                                                                                    "
10,19,"61.607","{""join sports societies                             ""}                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
16,19,"76.422","{""confidence                                        "",""late bed time                                     "",""study groups                                      "",""poor lectures attendance                          "",""regular drinking                                  "",""many friends                                      ""}                                                                                                                                                                                     "
18,19,"126.926","{""missed deadlines                                  ""}                                                                                                                                                                                                                                                                                                                                                                                                                                                              "
17,19,"125.627","{""pass exams                                        "",""independent work                                  "",""hard work                                         "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
14,19,"141.596","{""pass exams                                        "",""success                                           "",""day-dreaming                                      "",""regular gym attendance                            ""}                                                                                                                                                                                                                                                                                               "
2,20,"56.446","{""emotional problems                                "",""obesity                                           "",""bullying                                          "",""health issues                                     ""}                                                                                                                                                                                                                                                                                               "
12,20,"93.64","{""gym buddy                                         "",""inability to focus                                "",""join sports societies                             ""}                                                                                                                                                                                                                                                                                                                                                    "
17,20,"62.263","{""pass exams                                        "",""independent work                                  "",""hard work                                         "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
14,20,"83.221","{""pass exams                                        "",""studying in the library                           "",""day-dreaming                                      "",""regular gym attendance                            ""}                                                                                                                                                                                                                                                                                               "
13,20,"62.031","{""day-dreaming                                      "",""good planning                                     "",""studying in the library                           ""}                                                                                                                                                                                                                                                                                                                                                    "
10,20,"53.679","{""gym buddy                                         "",""regular gym attendance                            "",""tired body                                        ""}                                                                                                                                                                                                                                                                                                                                                    "
6,20,"51.462","{""smoking                                           "",""health issues                                     "",""gambling                                          "",""drinking parents                                  ""}                                                                                                                                                                                                                                                                                               "
5,20,"46.464","{""low salary                                        "",""smoking                                           "",""gambling                                          "",""lack of self-esteem                               ""}                                                                                                                                                                                                                                                                                               "
7,20,"51.806","{""gym dislike                                       "",""obesity                                           "",""popularity                                        "",""playing tennis                                    ""}                                                                                                                                                                                                                                                                                               "
4,20,"65.063","{""underaged drinking                                "",""alcoholism                                        "",""drinking parents                                  "",""low grades                                        ""}                                                                                                                                                                                                                                                                                               "
18,20,"69.359","{""pass exams                                        "",""missed deadlines                                  "",""low self-esteem                                   "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
9,20,"54.751","{""taking supplements                                "",""regular gym attendance                            "",""gym buddy                                         "",""evident results                                   ""}                                                                                                                                                                                                                                                                                               "
3,20,"71.831","{""negative parenting                                "",""suicidal behaviour                                "",""lack of self-esteem                               "",""binge eating                                      ""}                                                                                                                                                                                                                                                                                               "
11,20,"46.454","{""gym buddy                                         "",""tired body                                        "",""more friends                                      "",""social gym experience                             ""}                                                                                                                                                                                                                                                                                               "
1,20,"57.247","{""low grades                                        "",""low self-image                                    "",""bullying                                          "",""regular drinking                                  ""}                                                                                                                                                                                                                                                                                               "
8,20,"78.095","{""pool                                              "",""trainers                                          "",""available gym facilities                          ""}                                                                                                                                                                                                                                                                                                                                                    "
16,20,"63.15","{""confidence                                        "",""study groups                                      "",""regular drinking                                  "",""many friends                                      ""}                                                                                                                                                                                                                                                                                               "
15,20,"143.112","{""day-dreaming                                      "",""desire to study                                   "",""poor performance                                  ""}                                                                                                                                                                                                                                                                                                                                                    "
7,21,"83.982","{""gym dislike                                       "",""obesity                                           "",""popularity                                        "",""playing tennis                                    ""}                                                                                                                                                                                                                                                                                               "
10,21,"52.326","{""gym buddy                                         "",""regular gym attendance                            "",""tired body                                        "",""join sports societies                             ""}                                                                                                                                                                                                                                                                                               "
5,21,"40.639","{""low salary                                        "",""smoking                                           "",""gambling                                          "",""lack of self-esteem                               ""}                                                                                                                                                                                                                                                                                               "
9,21,"51.375","{""taking supplements                                "",""regular gym attendance                            "",""gym buddy                                         "",""evident results                                   ""}                                                                                                                                                                                                                                                                                               "
2,21,"73.727","{""emotional problems                                "",""obesity                                           "",""bullying                                          "",""health issues                                     ""}                                                                                                                                                                                                                                                                                               "
1,21,"92.886","{""low grades                                        "",""low self-image                                    "",""bullying                                          "",""regular drinking                                  ""}                                                                                                                                                                                                                                                                                               "
17,21,"73.295","{""pass exams                                        "",""independent work                                  "",""hard work                                         "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
15,21,"88.511","{""day-dreaming                                      "",""desire to study                                   "",""studying in the library                           "",""poor performance                                  ""}                                                                                                                                                                                                                                                                                               "
8,21,"63.718","{""regular gym attendance                            "",""pool                                              "",""trainers                                          "",""available gym facilities                          ""}                                                                                                                                                                                                                                                                                               "
11,21,"43.808","{""gym buddy                                         "",""tired body                                        "",""more friends                                      "",""social gym experience                             ""}                                                                                                                                                                                                                                                                                               "
16,21,"84.559","{""confidence                                        "",""study groups                                      "",""regular drinking                                  "",""many friends                                      ""}                                                                                                                                                                                                                                                                                               "
6,21,"104.174","{""smoking                                           "",""health issues                                     "",""gambling                                          "",""drinking parents                                  ""}                                                                                                                                                                                                                                                                                               "
13,21,"69.96","{""luck                                              "",""day-dreaming                                      "",""good planning                                     "",""studying in the library                           ""}                                                                                                                                                                                                                                                                                               "
12,21,"142.749","{""gym buddy                                         "",""inability to focus                                "",""join sports societies                             "",""large gym                                         ""}                                                                                                                                                                                                                                                                                               "
14,21,"103.527","{""pass exams                                        "",""studying in the library                           "",""day-dreaming                                      "",""regular gym attendance                            ""}                                                                                                                                                                                                                                                                                               "
18,21,"94.982","{""pass exams                                        "",""missed deadlines                                  "",""low self-esteem                                   "",""meditation                                        ""}                                                                                                                                                                                                                                                                                               "
4,21,"78.381","{""underaged drinking                                "",""alcoholism                                        "",""drinking parents                                  "",""low grades                                        ""}                                                                                                                                                                                                                                                                                               "
3,21,"122.933","{""negative parenting                                "",""suicidal behaviour                                "",""lack of self-esteem                               "",""binge eating                                      ""}                                                                                                                                                                                                                                                                                               "
